scenario,mode,batch_tokens,hidden_dim,expansion_dim,rank,basis_size,dtype,trials,avg_ms,std_ms,min_ms,max_ms,ci95_ms
moe_top2,static_ephemeral,1,2048,8192,64,0,float16,3,0.3211851542194684,0.02322721080287986,0.3036387264728546,0.3475252538919449,0.026284063362751072
moe_top2,static_ephemeral,1,4096,16384,16,0,float16,3,0.3830244143803914,0.037210552468107026,0.3525838255882263,0.42450595647096634,0.042107704068946324
moe_top2,static_ephemeral,1,4096,16384,32,0,float16,3,0.33490558465321857,0.029018744189124097,0.3076443448662758,0.3654094412922859,0.03283780034750595
moe_top2,static_ephemeral,1,4096,16384,64,0,float16,3,0.37209248791138333,0.0818316035541148,0.3014354035258293,0.4617542028427124,0.09260117674676636
moe_top2,static_ephemeral,1,8192,32768,16,0,float16,3,0.5252573639154434,0.1523019731014745,0.3950875252485275,0.6927520036697388,0.172345906929765
moe_top2,static_ephemeral,1,8192,32768,32,0,float16,3,0.5092975373069445,0.11577530186468926,0.38214288651943207,0.6086196750402451,0.13101208732629352
moe_top2,static_ephemeral,1,8192,32768,64,0,float16,3,0.4450700556238492,0.02657376064154878,0.4245968535542488,0.475100614130497,0.03007104100516659
moe_top2,static_ephemeral,8,2048,8192,16,0,float16,3,0.34688524901866913,0.048680402929743266,0.3093358129262924,0.4018858075141907,0.055087061722063575
moe_top2,static_ephemeral,8,2048,8192,32,0,float16,3,0.30300356447696686,0.008512199943511902,0.2967536449432373,0.31269825994968414,0.009632461020413726
moe_top2,static_ephemeral,8,2048,8192,64,0,float16,3,0.3323611492911975,0.033372576216522884,0.29383525252342224,0.3523625433444977,0.03776462508983515
moe_top2,static_ephemeral,8,4096,16384,16,0,float16,3,0.3791407992442449,0.0645965183328644,0.31890738755464554,0.4473581910133362,0.07309784180645604
moe_top2,static_ephemeral,8,4096,16384,32,0,float16,3,0.3111165637771289,0.014761198263058557,0.2968939021229744,0.3263629972934723,0.016703868309847058
moe_top2,static_ephemeral,8,4096,16384,64,0,float16,3,0.3199907640616099,0.005269675744699339,0.3159746527671814,0.32595768570899963,0.0059631994710986425
moe_top2,static_ephemeral,8,8192,32768,16,0,float16,3,0.5302386979262034,0.09934943060872889,0.43527428060770035,0.6334580481052399,0.11242446419133992
moe_top2,static_ephemeral,8,8192,32768,32,0,float16,3,0.36423566440741223,0.1011240901299229,0.2817150205373764,0.4770420491695404,0.11443268048981126
moe_top2,static_ephemeral,8,8192,32768,64,0,float16,3,0.40427173177401227,0.1530878602372661,0.31449422240257263,0.5810350179672241,0.17323522194259278
moe_top2,static_ephemeral,32,2048,8192,16,0,float16,3,0.3078147768974304,0.01717560050873016,0.2906138077378273,0.32496489584445953,0.01943602165132931
moe_top2,static_ephemeral,32,2048,8192,32,0,float16,3,0.31623908629020053,0.0031202542321169275,0.31275730580091476,0.31878240406513214,0.0035309000568714433
moe_top2,static_ephemeral,32,2048,8192,64,0,float16,3,0.3091183180610339,0.02951682680638836,0.28963610529899597,0.34307874739170074,0.03340143388849209
moe_top2,static_ephemeral,32,4096,16384,16,0,float16,3,0.31057217468818027,0.009788346799784138,0.300394743680954,0.3199184313416481,0.011076557133162496
moe_top2,static_ephemeral,32,4096,16384,32,0,float16,3,0.3144009659687678,0.014389026584658371,0.2992352470755577,0.32786130905151367,0.016282716409177216
moe_top2,static_ephemeral,32,4096,16384,64,0,float16,3,0.3436322013537089,0.06006641636992412,0.3065774217247963,0.41293539106845856,0.0679715488544464
moe_top2,static_ephemeral,32,8192,32768,16,0,float16,3,0.3570393348733584,0.05459122758770559,0.3156643360853195,0.4189128056168556,0.06177578948858174
moe_top2,static_ephemeral,32,8192,32768,32,0,float16,3,0.407760093609492,0.17266622579632207,0.305783748626709,0.6071202456951141,0.19539022820918797
